city,company_name,country,governate,location,mode,name,type,url
senior front end developer,qTech.,full time,on-site,"New Nozha, Cairo, Egypt",New Nozha,Cairo,Egypt,https://wuzzuf.net/jobs/p/X7Rz7lG8vrBx-Senior-Front-End-Developer-qTech-Cairo-Egypt
front end developer,FirstTech,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/xPXyvscAdRp2-Front-End-Developer-FirstTech-Cairo-Egypt
back end developer,FirstTech,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/mGFiiRriFviP-Back-End-Developer-FirstTech-Cairo-Egypt
junior backend developer,waffarha.com,full time,hybrid,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/FElVl6onK0QR-Junior-Backend-Developer-waffarha-com-Cairo-Egypt
it help desk specialist,Misr International Hospital,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/XJWdN3GUxK5g-IT-Help-Desk-Specialist-Misr-International-Hospital-Giza-Egypt
senior salesforce developer,"Nile Bits, LLC",full time,remote,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/YexQr99lj9ot-Senior-Salesforce-Developer-Nile-Bits-LLC-Giza-Egypt
deputy it manager – applications,Nile University,full time,on-site,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/Fz7sQBivkiFk-Deputy-IT-Manager-–-Applications-Nile-University-Giza-Egypt
ict helpdesk administrator,Cilantro,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/QW9OQ3BocT5o-ICT-Helpdesk-Administrator-Cilantro-Cairo-Egypt
vodafone egypt - call center representative - english speaker,VOIS Egypt,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/m7fKFS5eaa3b-Vodafone-Egypt---Call-center-Representative---English-Speaker-VOIS-Egypt-Cairo-Egypt
software quality control engineer team leader (automation),Youxel,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/XE0PA3GRYKAN-Software-Quality-Control-Engineer-Team-Leader-Automation-Youxel-Cairo-Egypt
wordpress developer,Exco Egypt,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/7S83L5WRdzWH-Wordpress-Developer-Exco-Egypt-Cairo-Egypt
application support specialist,Al Ahly Medical Company,full time,on-site,"Giza, Giza, Egypt",Giza,Giza,Egypt,https://wuzzuf.net/jobs/p/Twfvd31ldv3i-Application-Support-Specialist-Al-Ahly-Medical-Company-Giza-Egypt
senior ui/ux designer,Si-Vision,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/T72ealW4DztW-Senior-UIUX-Designer-Si-Vision-Cairo-Egypt
software architect engineer,Nahdet Misr Publishing Group,full time,hybrid,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/tCYzXkv5irMo-Software-Architect-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt
senior front end developer,Nahdet Misr Publishing Group,full time,hybrid,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/NDkRTpt7HXsg-Senior-Front-End-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt
senior front end developer / angular,Engaz,full time,hybrid,"Mokattam, Cairo, Egypt",Mokattam,Cairo,Egypt,https://wuzzuf.net/jobs/p/rcaikmN9YgOw-Senior-Front-End-Developer-Angular-Engaz-Cairo-Egypt
junior help desk specialist,GIG Egypt,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/KNHgucfLXnaA-Junior-Help-Desk-Specialist-GIG-Egypt-Cairo-Egypt
system engineer,Confidential,freelance / project,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/gvK2YK5XYO6r-System-Engineer-Cairo-Egypt
backend developer,Confidential,freelance / project,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/ElEcdXOTevaS-Backend-Developer-Cairo-Egypt
ui web developer,Confidential,freelance / project,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/c1nz5xaKvkeU-UI-Web-Developer-Cairo-Egypt
service desk specialist,Elsewedy industries,full time,on-site,"10th of Ramadan City, Sharqia, Egypt",10th of Ramadan City,Sharqia,Egypt,https://wuzzuf.net/jobs/p/lqiTk7EzIeL7-Service-Desk-Specialist-Elsewedy-industries-Sharqia-Egypt
help desk representative,Confidential,full time,on-site,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/4S9Q3sGwF7xs-Help-Desk-Representative-Giza-Egypt
cyber security consultant,Global Brands,full time,hybrid,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/nH30gY4ul1RW-Cyber-Security-Consultant-Global-Brands-Cairo-Egypt
oracle developer,OROUBA For Food Industry (Basma),full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/NSsM4VkIVEgd-Oracle-Developer-OROUBA-For-Food-Industry-Basma-Cairo-Egypt
ux ui designer team lead,Future Face,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/Yftu9zTGGPFI-UX-UI-Designer-Team-Lead-Future-Face-Cairo-Egypt
senior ui developer,LINK Development,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/f64diO5uTmbd-Senior-UI-Developer-LINK-Development-Cairo-Egypt
frontend engineering specialist angular,LINK Development,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/OPjvhN4avgFN-Frontend-Engineering-Specialist-Angular-LINK-Development-Cairo-Egypt
php developer,Nano Shield,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/6TYB93OVTKeH-PHP-Developer-Nano-Shield-Cairo-Egypt
angular/.net resources,Accelerate Digital Transformation - Ultimus Egypt,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/foThr3RMDz3X-AngularNET-Resources-Accelerate-Digital-Transformation---Ultimus-Egypt-Cairo-Egypt
it system administrator,ALPLA TABA,full time,on-site,"10th of Ramadan City, Cairo, Egypt",10th of Ramadan City,Cairo,Egypt,https://wuzzuf.net/jobs/p/7qrnEQa3v1M4-IT-System-Administrator-ALPLA-TABA-Cairo-Egypt
it help desk specialist,Deutschland Technology Limited,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/i1ENX7t6RrTT-IT-Help-Desk-Specialist-Deutschland-Technology-Limited-Cairo-Egypt
senior cloud sales,Dimofinf Operations Center,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/w3wfyN24Po7M-Senior-Cloud-Sales-Dimofinf-Operations-Center-Cairo-Egypt
it coordinator,Misr Elhegaz Group,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/ZRVAlTZIqtNO-IT-Coordinator-Misr-Elhegaz-Group-Cairo-Egypt
senior software tester,Si-Vision,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/miKJKCOad6YW-Senior-Software-Tester-Si-Vision-Cairo-Egypt
senior full stack developer (mern or laravel stack),Si-Vision,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/YhxFt5TgYjpF-Senior-Full-Stack-Developer-MERN-or-Laravel-Stack-Si-Vision-Cairo-Egypt
technical talent aquisition specialist,GET Group- Egypt,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/dxYZs5EUvWyo-Technical-talent-Aquisition-Specialist-GET-Group--Egypt-Cairo-Egypt
php application developer,INVENTO,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/pyQG42yARKjB-PHP-Application-Developer-INVENTO-Cairo-Egypt
odoo developer intern (technical role),OdooTec,internship,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/internship/biqzvastniav-Odoo-Developer-Intern-Technical-Role-OdooTec-Cairo-Egypt
business analyst intern (functional role),OdooTec,internship,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/internship/EJV2rhVh6mIK-Business-Analyst-Intern-Functional-Role-OdooTec-Cairo-Egypt
senior business analyst,Confidential,full time,hybrid,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/vX0pHUOmTNuX-Senior-Business-Analyst-Cairo-Egypt
unity developer,Bluesoftec,part time,remote,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/8LHag8XWYRyb-Unity-Developer-Bluesoftec-Cairo-Egypt
odoo consultant,Elsewedy industries,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/CDSJinQtXdXk-Odoo-Consultant-Elsewedy-industries-Cairo-Egypt
odoo developer,Elsewedy industries,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/34XgrdAwxmo3-Odoo-Developer-Elsewedy-industries-Cairo-Egypt
erp implementer,Ofis Soft,full time,on-site,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/q7mfVbnS4Y4O-ERP-Implementer-Ofis-Soft-Alexandria-Egypt
senior full stack developer,Block Gemini,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/mCALJFtbBHgz-Senior-Full-Stack-Developer-Block-Gemini-Cairo-Egypt
it support engineer,EA,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/AEt1admAus6K-IT-Support-Engineer-EA-Cairo-Egypt
.net developer,Advansys Telecom,full time,on-site,"Downtown, Cairo, Egypt",Downtown,Cairo,Egypt,https://wuzzuf.net/jobs/p/xr20yuISBpiF-net-Developer-Advansys-Telecom-Cairo-Egypt
odoo implementer,Aldabboos Group,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/PDal1apvsfYp-Odoo-Implementer-Aldabboos-Group-Cairo-Egypt
senior full stack developer,Soficopharm,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/06FPrpmtzVHD-Senior-Full-Stack-Developer-Soficopharm-Cairo-Egypt
sr. react native developer,Block Gemini,full time,on-site,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/m6DcJhwc6ibw-Sr-React-Native-Developer-Block-Gemini-Giza-Egypt
it services engineer,Smart Technology Solutions,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/3EvF9bO7Q3wH-IT-Services-Engineer-Smart-Technology-Solutions-Cairo-Egypt
odoo implementor,Smart Technology Solutions,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/ZKtMpGqPmud4-Odoo-Implementor-Smart-Technology-Solutions-Cairo-Egypt
teamleader (tech lead),Confidential,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/Y5xsXb1x6Zhv-Teamleader-Tech-lead-Cairo-Egypt
it technical support (vacancy for applicants with disability / special needs 5%),classera,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/4D28FzgQC7bi-IT-Technical-Support-vacancy-for-applicants-with-disability-special-needs-5-classera-Cairo-Egypt
head of engineering,Bright Creations,full time,on-site,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/SKT0ODzsby9b-Head-of-Engineering-Bright-Creations-Giza-Egypt
product manager,Bright Creations,full time,on-site,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/HVPeI9yHt2f8-Product-Manager-Bright-Creations-Giza-Egypt
flutter developer,Nahdet Misr Publishing Group,full time,hybrid,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/rJZfRIPrMJc8-Flutter-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt
it help desk,Confidential,full time,on-site,"Glim, Alexandria, Egypt",Glim,Alexandria,Egypt,https://wuzzuf.net/jobs/p/LDhPsLa8HWum-IT-Help-Desk-Alexandria-Egypt
network engineer,Egyptian Packaging and Plastic Systems Corp,full time,on-site,"Manial, Cairo, Egypt",Manial,Cairo,Egypt,https://wuzzuf.net/jobs/p/hFmRTejTfS2c-Network-Engineer-Egyptian-Packaging-and-Plastic-Systems-Corp-Cairo-Egypt
wordpress developer,Egyptian Packaging and Plastic Systems Corp,full time,on-site,"Manial, Cairo, Egypt",Manial,Cairo,Egypt,https://wuzzuf.net/jobs/p/re7K6z4d2YBk-WordPress-Developer-Egyptian-Packaging-and-Plastic-Systems-Corp-Cairo-Egypt
apps developer,Samcrete Engineers & contractors,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/YDCoz2qaHzFg-Apps-Developer-Samcrete-Engineers-contractors-Giza-Egypt
oracle database administrator,Samcrete Engineers & contractors,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/796Zib9C3rhC-Oracle-Database-Administrator-Samcrete-Engineers-contractors-Giza-Egypt
software scrum master,Confidential,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/3FZutvhHWAME-Software-Scrum-Master-Alexandria-Egypt
junior dotnet developer,Confidential,full time,on-site,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/dYLrM1TTrPit-Junior-DotNET-Developer-Alexandria-Egypt
it manager,Earth Development,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/XnpBvPC9JRnC-IT-Manager-Earth-Development-Cairo-Egypt
product owner,Softxpert Incorporation,full time,hybrid,"Bolkly, Alexandria, Egypt",Bolkly,Alexandria,Egypt,https://wuzzuf.net/jobs/p/7NomU6WJxK3B-Product-Owner-Softxpert-Incorporation-Alexandria-Egypt
senior odoo implementer,NEXA,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/BV9WALM0ZKMe-Senior-odoo-implementer-NEXA-Cairo-Egypt
senior dot net developer,Nahdet Misr Publishing Group,full time,on-site,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/M5xxVQ8EHCCo-Senior-Dot-Net-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt
devops engineer,QiCard,full time,hybrid,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/jKIthJOfXmGy-Devops-Engineer-QiCard-Giza-Egypt
it support engineer,Elaraby Group,full time,on-site,"Abbassia, Cairo, Egypt",Abbassia,Cairo,Egypt,https://wuzzuf.net/jobs/p/SRetjF533RNC-IT-Support-Engineer-Elaraby-Group-Cairo-Egypt
senior cloud and vmware engineer,Roaya,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/ehNQuT96hvFL-Senior-Cloud-and-VMware-Engineer-Roaya-Cairo-Egypt
senior software developer,ARPUPLUS,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/FW88XJ9iLJoz-Senior-Software-Developer-ARPUPLUS-Giza-Egypt
software quality control lead,Confidential,full time,hybrid,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/S5UDwYj7J1i8-Software-Quality-Control-Lead-Giza-Egypt
pos application support,Dakahlia Group,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/4272pIwMaJJM-POS-application-support-Dakahlia-Group-Cairo-Egypt
protection & control engineer (night shift),Mantrac,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/PvWce4yWRVrX-Protection-Control-Engineer-Night-Shift-Mantrac-Cairo-Egypt
junior it operations officer,Areeba Egypt,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/8X3euQ07DfZj-Junior-IT-Operations-Officer-Areeba-Egypt-Cairo-Egypt
it help desk,Selah ElTelmeez For Publishing & printing,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/HO2lHtUQkkk5-IT-Help-Desk-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
java technical lead,Option Travel,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/qfCoBrs8KZfP-Java-Technical-Lead-Option-Travel-Cairo-Egypt
it help desk,Elabd Foods,full time,on-site,"Abu Rawash, Giza, Egypt",Abu Rawash,Giza,Egypt,https://wuzzuf.net/jobs/p/1NSjwn44DvMX-IT-Help-Desk-Elabd-Foods-Giza-Egypt
application developer,Misr University for Science and Technology,full time,on-site,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/YOgPA9yj0M8K-Application-Developer-Misr-University-for-Science-and-Technology-Giza-Egypt
it system administrator,upturn plus,full time,hybrid,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/grxImnNtxvTq-IT-System-Administrator-upturn-plus-Cairo-Egypt
lead sw quality engineer,Confidential,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/c04qGVbaaByf-Lead-SW-Quality-Engineer-Cairo-Egypt
front end team lead,Confidential,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/3kR4NcZDGV4P-Front-End-Team-Lead-Alexandria-Egypt
oracle apps developer (e-business suite),RAYA Auto,full time,on-site,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/pugqBVCLp7To-Oracle-Apps-Developer-E-Business-Suite-RAYA-Auto-Giza-Egypt
senior python developer,"Nile Bits, LLC",full time,remote,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/gSlIpqMnrkqV-Senior-Python-Developer-Nile-Bits-LLC-Giza-Egypt
telesales representative,ERP-Bank,full time,on-site,"Sidi Gaber, Alexandria, Egypt",Sidi Gaber,Alexandria,Egypt,https://wuzzuf.net/jobs/p/d4bqYthg4eA2-Telesales-Representative-ERP-Bank-Alexandria-Egypt
product owner / technical writer,E connect Africa,full time,hybrid,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/UHzB19CFxN3k-Product-Owner-Technical-Writer-E-connect-Africa-Giza-Egypt
database administrator,SURE International Technology,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/0zIekBjJP26v-Database-Administrator-SURE-International-Technology-Cairo-Egypt
sap mm consultant,Arab Otsuka Nutraceuticals,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/qJjpQbowXzBr-SAP-MM-Consultant-Arab-Otsuka-Nutraceuticals-Cairo-Egypt
software sales engineer,Expert Apps,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/Mxaqt0mnzckN-Software-Sales-Engineer-Expert-Apps-Cairo-Egypt
network engineer,SURE International Technology,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/1WEnnX5Ilkoi-Network-Engineer-SURE-International-Technology-Cairo-Egypt
ui ux designer,Rahminco,part time,remote,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/FfSu8FJ6Yuyn-UI-UX-Designer-Rahminco-Cairo-Egypt
networking & security supervisor,Kasrawy Group,full time,on-site,"Abu Rawash, Giza, Egypt",Abu Rawash,Giza,Egypt,https://wuzzuf.net/jobs/p/9oqAlfpCUbKd-Networking-Security-Supervisor-Kasrawy-Group-Giza-Egypt
senior android developer,Softxpert Incorporation,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/ttfXmCbE3U0R-Senior-Android-Developer-Softxpert-Incorporation-Alexandria-Egypt
network security engineer,SABA,full time,hybrid,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/qNnxuYCZejAr-Network-Security-Engineer-SABA-Cairo-Egypt
information security engineer,Paymob Solutions,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/CEb2wGnOUG7P-Information-Security-Engineer-Paymob-Solutions-Cairo-Egypt
it specialist,MATGR For Engineering And Trading,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/xPeHoC26mfus-IT-Specialist-MATGR-For-Engineering-And-Trading-Cairo-Egypt
power bi developer,Duravit AG,full time,on-site,"10th of Ramadan City, Cairo, Egypt",10th of Ramadan City,Cairo,Egypt,https://wuzzuf.net/jobs/p/Bbbu4mRQnXmJ-Power-BI-Developer-Duravit-AG-Cairo-Egypt
business solution architect,Ofoq Consulting,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/KsvqvRIoWtXB-Business-Solution-Architect-Ofoq-Consulting-Cairo-Egypt
senior developer- microsoft dynamics 365 f&o,Ofoq Consulting,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/pLwxAKDFFiMT-Senior-Developer--Microsoft-Dynamics-365-FO-Ofoq-Consulting-Cairo-Egypt
software engineer,DNM Textile,full time,on-site,"Qantara Gharb, Ismailia, Egypt",Qantara Gharb,Ismailia,Egypt,https://wuzzuf.net/jobs/p/nu1Cs9IZDXW2-Software-Engineer-DNM-Textile-Ismailia-Egypt
junior front end developer,Nebula X,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/1OOM1b7xJm61-Junior-Front-End-Developer-Nebula-X-Cairo-Egypt
senior sales light current systems,Injaz Tech for advanced systems,full time,on-site,"Nozha, Cairo, Egypt",Nozha,Cairo,Egypt,https://wuzzuf.net/jobs/p/00ys7ynnv86D-Senior-sales-light-current-systems-Injaz-Tech-for-advanced-systems-Cairo-Egypt
senior network & security engineer,TXD Systems,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/aVHebgJDstSM-Senior-Network-Security-Engineer-TXD-Systems-Cairo-Egypt
senior presales engineer medical solutions,Millensys,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/ySVu7E0x5h5q-Senior-Presales-Engineer-Medical-Solutions-Millensys-Cairo-Egypt
mobile application developer - flutter,Smartly,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/eWIRmC3qAtHd-Mobile-Application-Developer---Flutter-Smartly-Cairo-Egypt
software engineering lead,Veriflow,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/dVnwKwUM9vhw-Software-Engineering-Lead-Veriflow-Cairo-Egypt
tech lead & software architect,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/P2ZyAxS878gg-Tech-Lead-Software-Architect-Cairo-Egypt
senior product owner,TechJump,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/T1rwzWCjBt34-Senior-Product-Owner-TechJump-Alexandria-Egypt
digital marketing manager,Bassem Fawzy Wealth Management & Advisory,freelance / project,on-site,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/A5tZ4lORNaOA-Digital-Marketing-Manager-Bassem-Fawzy-Wealth-Management-Advisory-Alexandria-Egypt
digital marketing specialist,Confidential,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/Jzex3O3giDk9-Digital-Marketing-Specialist-Giza-Egypt
scrum master,Reach,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/GZ2ClWX4r9Fa-Scrum-Master-Reach-Cairo-Egypt
senior .net developer,Eg Insurtech,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/3su8HEO1b8aX-Senior-NET-Developer-Eg-Insurtech-Cairo-Egypt
technical recruiter specialist,Wakeb Data,full time,on-site,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/tRVlXnHoJHcZ-Technical-Recruiter-Specialist-Wakeb-Data-Giza-Egypt
software technical team leader,Eg Insurtech,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/CH4iRYzAAYfk-Software-Technical-Team-Leader-Eg-Insurtech-Cairo-Egypt
junior it system administrator,Mohandes Life Insurance,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/Wr7RjT9sU0Z5-Junior-IT-System-Administrator-Mohandes-Life-Insurance-Giza-Egypt
junior cyber security specialist,Mohandes Life Insurance,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/tguumMK3fXud-Junior-Cyber-Security-Specialist-Mohandes-Life-Insurance-Giza-Egypt
web developer,Mohandes Life Insurance,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/qAMP0sgzRjzQ-Web-Developer-Mohandes-Life-Insurance-Giza-Egypt
digital marketing specialist,Confidential,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/FWjcElsQOD00-Digital-Marketing-Specialist-Cairo-Egypt
full stack developer,Dakkaken,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/Dfbekrd1gR8N-Full-Stack-Developer-Dakkaken-Cairo-Egypt
senior software developer,Rashideen Egypt for Trade,full time,on-site,"Katameya, Cairo, Egypt",Katameya,Cairo,Egypt,https://wuzzuf.net/jobs/p/N2z4syBPjZmh-Senior-Software-Developer-Rashideen-Egypt-for-Trade-Cairo-Egypt
senior it engineer,Uniboard,full time,on-site,"Alsadat City, Monufya, Egypt",Alsadat City,Monufya,Egypt,https://wuzzuf.net/jobs/p/TxH8RiWR8Fyi-Senior-IT-Engineer-Uniboard-Monufya-Egypt
